city,city_ascii,state_id,state_name
Poplar Bluff,Poplar Bluff,MO,Missouri
Ennis,Ennis,TX,Texas
Tukwila,Tukwila,WA,Washington
Prunedale,Prunedale,CA,California
Lomita,Lomita,CA,California
Payson,Payson,UT,Utah
Mountain Brook,Mountain Brook,AL,Alabama
Glassboro,Glassboro,NJ,New Jersey
Bayshore Gardens,Bayshore Gardens,FL,Florida
Ashland,Ashland,OH,Ohio
Shelton,Shelton,WA,Washington
Shenandoah,Shenandoah,LA,Louisiana
Cherry Hill,Cherry Hill,VA,Virginia
Henderson,Henderson,NC,North Carolina
Linda,Linda,CA,California
Agoura Hills,Agoura Hills,CA,California
East Hemet,East Hemet,CA,California
Libertyville,Libertyville,IL,Illinois
Durango,Durango,CO,Colorado
East Northport,East Northport,NY,New York
Howard,Howard,WI,Wisconsin
Monmouth,Monmouth,OR,Oregon
Ypsilanti,Ypsilanti,MI,Michigan
Mokena,Mokena,IL,Illinois
Pleasantville,Pleasantville,NJ,New Jersey
Affton,Affton,MO,Missouri
Bartow,Bartow,FL,Florida
Ashland,Ashland,KY,Kentucky
Mead Valley,Mead Valley,CA,California
Miamisburg,Miamisburg,OH,Ohio
Merrick,Merrick,NY,New York
Charleston,Charleston,IL,Illinois
Germantown,Germantown,WI,Wisconsin
Escanaba,Escanaba,MI,Michigan
Selden,Selden,NY,New York
Bayou Cane,Bayou Cane,LA,Louisiana
Mililani Mauka,Mililani Mauka,HI,Hawaii
Snellville,Snellville,GA,Georgia
Sulphur,Sulphur,LA,Louisiana
Harrison,Harrison,NJ,New Jersey
South St. Paul,South St. Paul,MN,Minnesota
Oregon,Oregon,OH,Ohio
Middleton,Middleton,WI,Wisconsin
Ferndale,Ferndale,MI,Michigan
West Chester,West Chester,PA,Pennsylvania
Forest Park,Forest Park,GA,Georgia
La Cañada Flintridge,La Canada Flintridge,CA,California
Hauppauge,Hauppauge,NY,New York
Safford,Safford,AZ,Arizona
Rocky River,Rocky River,OH,Ohio
South San Jose Hills,South San Jose Hills,CA,California
Elmwood Park,Elmwood Park,NJ,New Jersey
El Reno,El Reno,OK,Oklahoma
Saco,Saco,ME,Maine
Fairwood,Fairwood,WA,Washington
Greenwood,Greenwood,MS,Mississippi
West St. Paul,West St. Paul,MN,Minnesota
Valley,Valley,AL,Alabama
Orinda,Orinda,CA,California
Helena,Helena,AL,Alabama
Cullman,Cullman,AL,Alabama
Alamo,Alamo,TX,Texas
Sand Springs,Sand Springs,OK,Oklahoma
Vernal,Vernal,UT,Utah
Laurinburg,Laurinburg,NC,North Carolina
Painesville,Painesville,OH,Ohio
Sherwood,Sherwood,OR,Oregon
Lake Zurich,Lake Zurich,IL,Illinois
West Hempstead,West Hempstead,NY,New York
Rosedale,Rosedale,MD,Maryland
Ottawa,Ottawa,IL,Illinois
Meadowbrook,Meadowbrook,VA,Virginia
Casa de Oro-Mount Helix,Casa de Oro-Mount Helix,CA,California
Lake Shore,Lake Shore,MD,Maryland
Parma Heights,Parma Heights,OH,Ohio
Old Jamestown,Old Jamestown,MO,Missouri
Norwood,Norwood,OH,Ohio
Monroe,Monroe,WA,Washington
Selma,Selma,AL,Alabama
Makakilo,Makakilo,HI,Hawaii
Tahlequah,Tahlequah,OK,Oklahoma
Brockport,Brockport,NY,New York
Rockport,Rockport,TX,Texas
Mesquite,Mesquite,NV,Nevada
Franconia,Franconia,VA,Virginia
Front Royal,Front Royal,VA,Virginia
West Mifflin,West Mifflin,PA,Pennsylvania
Albany,Albany,CA,California
La Crescenta-Montrose,La Crescenta-Montrose,CA,California
Somerton,Somerton,AZ,Arizona
Blythe,Blythe,CA,California
Horizon City,Horizon City,TX,Texas
Montgomery,Montgomery,IL,Illinois
Stillwater,Stillwater,MN,Minnesota
Eloy,Eloy,AZ,Arizona
Brigham City,Brigham City,UT,Utah
Murrysville,Murrysville,PA,Pennsylvania
Brainerd,Brainerd,MN,Minnesota
Rio Rico,Rio Rico,AZ,Arizona
Central Falls,Central Falls,RI,Rhode Island
Haslett,Haslett,MI,Michigan
Tullahoma,Tullahoma,TN,Tennessee
Baldwin,Baldwin,PA,Pennsylvania
Anna,Anna,TX,Texas
Danville,Danville,KY,Kentucky
Langley Park,Langley Park,MD,Maryland
South Burlington,South Burlington,VT,Vermont
North Liberty,North Liberty,IA,Iowa
Lake Butler,Lake Butler,FL,Florida
Schofield Barracks,Schofield Barracks,HI,Hawaii
Vincennes,Vincennes,IN,Indiana
Sienna Plantation,Sienna Plantation,TX,Texas
Holtsville,Holtsville,NY,New York
Abbeville,Abbeville,LA,Louisiana
Bourbonnais,Bourbonnais,IL,Illinois
Syosset,Syosset,NY,New York
Matteson,Matteson,IL,Illinois
Lynbrook,Lynbrook,NY,New York
Lake Forest,Lake Forest,IL,Illinois
Angleton,Angleton,TX,Texas
Castaic,Castaic,CA,California
Canby,Canby,OR,Oregon
Wendell,Wendell,NC,North Carolina
Frankfort,Frankfort,IL,Illinois
Laconia,Laconia,NH,New Hampshire
Silverthorne,Silverthorne,CO,Colorado
Altamont,Altamont,OR,Oregon
Sheridan,Sheridan,WY,Wyoming
Hermosa Beach,Hermosa Beach,CA,California
Durant,Durant,OK,Oklahoma
Sylvania,Sylvania,OH,Ohio
Corning,Corning,NY,New York
Arbutus,Arbutus,MD,Maryland
White Oak,White Oak,OH,Ohio
Morristown,Morristown,NJ,New Jersey
Pinole,Pinole,CA,California
Erlanger,Erlanger,KY,Kentucky
Altoona,Altoona,IA,Iowa
Bethany,Bethany,OK,Oklahoma
Sherrelwood,Sherrelwood,CO,Colorado
Mineola,Mineola,NY,New York
Carlisle,Carlisle,PA,Pennsylvania
Stevenson Ranch,Stevenson Ranch,CA,California
Highland,Highland,UT,Utah
Liberal,Liberal,KS,Kansas
Cameron Park,Cameron Park,CA,California
Pinecrest,Pinecrest,FL,Florida
Evergreen Park,Evergreen Park,IL,Illinois
Tiffin,Tiffin,OH,Ohio
Mount Airy,Mount Airy,NC,North Carolina
Broadview Heights,Broadview Heights,OH,Ohio
Westbrook,Westbrook,ME,Maine
Red Bluff,Red Bluff,CA,California
Arcadia,Arcadia,FL,Florida
White Oak,White Oak,MD,Maryland
Fox Crossing,Fox Crossing,WI,Wisconsin
McKeesport,McKeesport,PA,Pennsylvania
Bellaire,Bellaire,TX,Texas
Troy,Troy,AL,Alabama
Onalaska,Onalaska,WI,Wisconsin
Lexington,Lexington,NC,North Carolina
Springboro,Springboro,OH,Ohio
Whitehall,Whitehall,OH,Ohio
Sartell,Sartell,MN,Minnesota
Badger,Badger,AK,Alaska
Five Corners,Five Corners,WA,Washington
McAlester,McAlester,OK,Oklahoma
La Follette,La Follette,TN,Tennessee
Terrell,Terrell,TX,Texas
Natchitoches,Natchitoches,LA,Louisiana
Twinsburg,Twinsburg,OH,Ohio
Central Point,Central Point,OR,Oregon
Seminole,Seminole,FL,Florida
Coldwater,Coldwater,MI,Michigan
St. John,St. John,IN,Indiana
Point Pleasant,Point Pleasant,NJ,New Jersey
Grandview,Grandview,WA,Washington
Marshfield,Marshfield,WI,Wisconsin
Hawthorne,Hawthorne,NJ,New Jersey
Cimarron Hills,Cimarron Hills,CO,Colorado
Alsip,Alsip,IL,Illinois
Avon,Avon,IN,Indiana
Homewood,Homewood,IL,Illinois
Port Isabel,Port Isabel,TX,Texas
Bellwood,Bellwood,IL,Illinois
Marinette,Marinette,WI,Wisconsin
Bay City,Bay City,TX,Texas
North Valley Stream,North Valley Stream,NY,New York
Ansonia,Ansonia,CT,Connecticut
Deerfield,Deerfield,IL,Illinois
Westminster,Westminster,MD,Maryland
Creve Coeur,Creve Coeur,MO,Missouri
Seabrook,Seabrook,MD,Maryland
Berea,Berea,OH,Ohio
Cocoa,Cocoa,FL,Florida
Moultrie,Moultrie,GA,Georgia
Avenel,Avenel,NJ,New Jersey
Forest Park,Forest Park,OH,Ohio
Sudley,Sudley,VA,Virginia
Anacortes,Anacortes,WA,Washington
Winthrop,Winthrop,MA,Massachusetts
Rancho Mirage,Rancho Mirage,CA,California
Gibsonton,Gibsonton,FL,Florida
Lynden,Lynden,WA,Washington
North Massapequa,North Massapequa,NY,New York
Gautier,Gautier,MS,Mississippi
Mayfield Heights,Mayfield Heights,OH,Ohio
Breaux Bridge,Breaux Bridge,LA,Louisiana
Hopkins,Hopkins,MN,Minnesota
Defiance,Defiance,OH,Ohio
Iron Mountain,Iron Mountain,MI,Michigan
Berea,Berea,KY,Kentucky
Altus,Altus,OK,Oklahoma
Bryn Mawr-Skyway,Bryn Mawr-Skyway,WA,Washington
Uvalde,Uvalde,TX,Texas
Brushy Creek,Brushy Creek,TX,Texas
Brook Park,Brook Park,OH,Ohio
North Amityville,North Amityville,NY,New York
Wallingford Center,Wallingford Center,CT,Connecticut
Sunnyside,Sunnyside,WA,Washington
World Golf Village,World Golf Village,FL,Florida
Sycamore,Sycamore,IL,Illinois
Franklin Farm,Franklin Farm,VA,Virginia
Chowchilla,Chowchilla,CA,California
Brookfield,Brookfield,IL,Illinois
Ronkonkoma,Ronkonkoma,NY,New York
Rutherford,Rutherford,NJ,New Jersey
Merrifield,Merrifield,VA,Virginia
Newburyport,Newburyport,MA,Massachusetts
Idylwood,Idylwood,VA,Virginia
Kilgore,Kilgore,TX,Texas
Radford,Radford,VA,Virginia
Palestine,Palestine,TX,Texas
Crawfordsville,Crawfordsville,IN,Indiana
Springfield,Springfield,TN,Tennessee
Boerne,Boerne,TX,Texas
Hyattsville,Hyattsville,MD,Maryland
Lake Placid,Lake Placid,FL,Florida
St. Michael,St. Michael,MN,Minnesota
Maumelle,Maumelle,AR,Arkansas
Niles,Niles,OH,Ohio
Iselin,Iselin,NJ,New Jersey
Menomonie,Menomonie,WI,Wisconsin
Trenton,Trenton,MI,Michigan
Rutland,Rutland,VT,Vermont
Imperial,Imperial,CA,California
Orange,Orange,TX,Texas
Otsego,Otsego,MN,Minnesota
Madison,Madison,IN,Indiana
St. Matthews,St. Matthews,KY,Kentucky
Alton,Alton,TX,Texas
Cudahy,Cudahy,WI,Wisconsin
Round Lake,Round Lake,IL,Illinois
Oxon Hill,Oxon Hill,MD,Maryland
Manchester,Manchester,MO,Missouri
Beeville,Beeville,TX,Texas
Cary,Cary,IL,Illinois
North Wilkesboro,North Wilkesboro,NC,North Carolina
North Aurora,North Aurora,IL,Illinois
Lithia Springs,Lithia Springs,GA,Georgia
Bon Air,Bon Air,VA,Virginia
Bensenville,Bensenville,IL,Illinois
Eastlake,Eastlake,OH,Ohio
Beaver Dam,Beaver Dam,WI,Wisconsin
Safety Harbor,Safety Harbor,FL,Florida
Mattoon,Mattoon,IL,Illinois
Macomb,Macomb,IL,Illinois
North Druid Hills,North Druid Hills,GA,Georgia
West Columbia,West Columbia,SC,South Carolina
Fayetteville,Fayetteville,GA,Georgia
Sunland Park,Sunland Park,NM,New Mexico
Estelle,Estelle,LA,Louisiana
Mountain House,Mountain House,CA,California
San Carlos Park,San Carlos Park,FL,Florida
Zachary,Zachary,LA,Louisiana
Kingsland,Kingsland,GA,Georgia
Marco Island,Marco Island,FL,Florida
Huntington,Huntington,IN,Indiana
Ingleside,Ingleside,TX,Texas
Humacao,Humacao,PR,Puerto Rico
Wantagh,Wantagh,NY,New York
Lenoir,Lenoir,NC,North Carolina
Concord,Concord,MO,Missouri
Easton,Easton,MD,Maryland
Burke Centre,Burke Centre,VA,Virginia
Perry,Perry,GA,Georgia
Hannibal,Hannibal,MO,Missouri
Menasha,Menasha,WI,Wisconsin
Oak Grove,Oak Grove,OR,Oregon
Scarsdale,Scarsdale,NY,New York
Brenham,Brenham,TX,Texas
Ocean Springs,Ocean Springs,MS,Mississippi
Dallas,Dallas,OR,Oregon
Woodcrest,Woodcrest,CA,California
White Settlement,White Settlement,TX,Texas
Five Forks,Five Forks,SC,South Carolina
Knightdale,Knightdale,NC,North Carolina
Shenandoah,Shenandoah,PA,Pennsylvania
Ada,Ada,OK,Oklahoma
Crossville,Crossville,TN,Tennessee
Beltsville,Beltsville,MD,Maryland
Colonia,Colonia,NJ,New Jersey
Moraga,Moraga,CA,California
Midway,Midway,FL,Florida
Steubenville,Steubenville,OH,Ohio
Tavares,Tavares,FL,Florida
Belgrade,Belgrade,MT,Montana
Takoma Park,Takoma Park,MD,Maryland
Dover,Dover,NJ,New Jersey
Lackawanna,Lackawanna,NY,New York
Melville,Melville,NY,New York
Wailuku,Wailuku,HI,Hawaii
Buckhall,Buckhall,VA,Virginia
El Dorado,El Dorado,AR,Arkansas
Valle Vista,Valle Vista,CA,California
Cedar Mill,Cedar Mill,OR,Oregon
Albert Lea,Albert Lea,MN,Minnesota
Madison,Madison,NJ,New Jersey
Maitland,Maitland,FL,Florida
Gretna,Gretna,LA,Louisiana
Greenfield,Greenfield,CA,California
Hinsdale,Hinsdale,IL,Illinois
Santa Fe Springs,Santa Fe Springs,CA,California
Franklin Park,Franklin Park,IL,Illinois
Bethpage,Bethpage,NY,New York
East Massapequa,East Massapequa,NY,New York
Kirksville,Kirksville,MO,Missouri
Nipomo,Nipomo,CA,California
Centerville,Centerville,UT,Utah
Butner,Butner,NC,North Carolina
Salem,Salem,OH,Ohio
Tillmans Corner,Tillmans Corner,AL,Alabama
Upper Grand Lagoon,Upper Grand Lagoon,FL,Florida
Anoka,Anoka,MN,Minnesota
Pinewood,Pinewood,FL,Florida
Laurel,Laurel,VA,Virginia
Amesbury,Amesbury,MA,Massachusetts
Marion,Marion,IL,Illinois
Tallmadge,Tallmadge,OH,Ohio
Kingstowne,Kingstowne,VA,Virginia
Nanuet,Nanuet,NY,New York
Dumont,Dumont,NJ,New Jersey
Maryland City,Maryland City,MD,Maryland
Shorewood,Shorewood,IL,Illinois
Vero Beach,Vero Beach,FL,Florida
Clemson,Clemson,SC,South Carolina
Country Walk,Country Walk,FL,Florida
Spanish Lake,Spanish Lake,MO,Missouri
Lake Mary,Lake Mary,FL,Florida
Manassas Park,Manassas Park,VA,Virginia
Woodmere,Woodmere,NY,New York
Lakeport,Lakeport,CA,California
Knik-Fairview,Knik-Fairview,AK,Alaska
Martinsburg,Martinsburg,WV,West Virginia
Tinton Falls,Tinton Falls,NJ,New Jersey
South Houston,South Houston,TX,Texas
Jenison,Jenison,MI,Michigan
Redland,Redland,MD,Maryland
Burlington,Burlington,KY,Kentucky
Godfrey,Godfrey,IL,Illinois
Pendleton,Pendleton,OR,Oregon
Taylor,Taylor,TX,Texas
Pecan Grove,Pecan Grove,TX,Texas
Nederland,Nederland,TX,Texas
Colonial Heights,Colonial Heights,VA,Virginia
Stafford,Stafford,TX,Texas
Willimantic,Willimantic,CT,Connecticut
Ocean Acres,Ocean Acres,NJ,New Jersey
La Marque,La Marque,TX,Texas
Versailles,Versailles,KY,Kentucky
Morris,Morris,IL,Illinois
Lemont,Lemont,IL,Illinois
Gainesville,Gainesville,VA,Virginia
Sayre,Sayre,PA,Pennsylvania
Portland,Portland,TX,Texas
Lindenwold,Lindenwold,NJ,New Jersey
Clive,Clive,IA,Iowa
Oneonta,Oneonta,NY,New York
Shippensburg,Shippensburg,PA,Pennsylvania
Pampa,Pampa,TX,Texas
McKinleyville,McKinleyville,CA,California
Ferndale,Ferndale,MD,Maryland
South Ogden,South Ogden,UT,Utah
Albemarle,Albemarle,NC,North Carolina
Coalinga,Coalinga,CA,California
North Canton,North Canton,OH,Ohio
La Vista,La Vista,NE,Nebraska
Ashwaubenon,Ashwaubenon,WI,Wisconsin
Dickson,Dickson,TN,Tennessee
North Adams,North Adams,MA,Massachusetts
Waxhaw,Waxhaw,NC,North Carolina
Massapequa Park,Massapequa Park,NY,New York
North Babylon,North Babylon,NY,New York
Wahiawa,Wahiawa,HI,Hawaii
Bastrop,Bastrop,TX,Texas
Ammon,Ammon,ID,Idaho
Yelm,Yelm,WA,Washington
Lansdale,Lansdale,PA,Pennsylvania
Parole,Parole,MD,Maryland
Hybla Valley,Hybla Valley,VA,Virginia
Glenvar Heights,Glenvar Heights,FL,Florida
Palos Hills,Palos Hills,IL,Illinois
Brownsville,Brownsville,FL,Florida
Camano,Camano,WA,Washington
Streator,Streator,IL,Illinois
Buffalo,Buffalo,MN,Minnesota
Lincoln,Lincoln,IL,Illinois
Sylacauga,Sylacauga,AL,Alabama
Oconomowoc,Oconomowoc,WI,Wisconsin
Fort Hunt,Fort Hunt,VA,Virginia
Phoenixville,Phoenixville,PA,Pennsylvania
East Cleveland,East Cleveland,OH,Ohio
Mountain Home,Mountain Home,ID,Idaho
Americus,Americus,GA,Georgia
Republic,Republic,MO,Missouri
Glassmanor,Glassmanor,MD,Maryland
Lemay,Lemay,MO,Missouri
Buda,Buda,TX,Texas
Roosevelt,Roosevelt,NY,New York
Cutlerville,Cutlerville,MI,Michigan
Calverton,Calverton,MD,Maryland
Gainesville,Gainesville,TX,Texas
Southbridge,Southbridge,MA,Massachusetts
Myrtle Grove,Myrtle Grove,FL,Florida
Lake St. Louis,Lake St. Louis,MO,Missouri
Seagoville,Seagoville,TX,Texas
Crescent City,Crescent City,CA,California
Live Oak,Live Oak,CA,California
Picayune,Picayune,MS,Mississippi
Rosedale,Rosedale,CA,California
North Myrtle Beach,North Myrtle Beach,SC,South Carolina
Wayne,Wayne,MI,Michigan
Bemidji,Bemidji,MN,Minnesota
Goodlettsville,Goodlettsville,TN,Tennessee
Ham Lake,Ham Lake,MN,Minnesota
Fairburn,Fairburn,GA,Georgia
Bristol,Bristol,VA,Virginia
Lake Wales,Lake Wales,FL,Florida
Clayton,Clayton,MO,Missouri
New Port Richey,New Port Richey,FL,Florida
Truckee,Truckee,CA,California
Lindsay,Lindsay,CA,California
North Decatur,North Decatur,GA,Georgia
Cohoes,Cohoes,NY,New York
McComb,McComb,MS,Mississippi
Highland Village,Highland Village,TX,Texas
Glenmont,Glenmont,MD,Maryland
Bull Run,Bull Run,VA,Virginia
Athens,Athens,TN,Tennessee
Auburndale,Auburndale,FL,Florida
El Segundo,El Segundo,CA,California
Mercedes,Mercedes,TX,Texas
Bostonia,Bostonia,CA,California
Artesia,Artesia,CA,California
Norcross,Norcross,GA,Georgia
Yauco,Yauco,PR,Puerto Rico
Batavia,Batavia,NY,New York
Morganton,Morganton,NC,North Carolina
Harrisburg,Harrisburg,NC,North Carolina
Murraysville,Murraysville,NC,North Carolina
Donaldsonville,Donaldsonville,LA,Louisiana
Solvang,Solvang,CA,California
Los Osos,Los Osos,CA,California
Groveton,Groveton,VA,Virginia
Washington,Washington,IL,Illinois
Live Oak,Live Oak,TX,Texas
Lock Haven,Lock Haven,PA,Pennsylvania
Vienna,Vienna,VA,Virginia
Country Club Hills,Country Club Hills,IL,Illinois
Streetsboro,Streetsboro,OH,Ohio
Jasper,Jasper,IN,Indiana
Eden,Eden,NC,North Carolina
Pearl River,Pearl River,NY,New York
Douglas,Douglas,AZ,Arizona
Crowley,Crowley,TX,Texas
Highland Springs,Highland Springs,VA,Virginia
Cinco Ranch,Cinco Ranch,TX,Texas
Wolf Trap,Wolf Trap,VA,Virginia
Chickasha,Chickasha,OK,Oklahoma
New Milford,New Milford,NJ,New Jersey
Kings Park,Kings Park,NY,New York
Groveland,Groveland,FL,Florida
Ojus,Ojus,FL,Florida
East Riverdale,East Riverdale,MD,Maryland
Mount Pleasant,Mount Pleasant,TX,Texas
River Falls,River Falls,WI,Wisconsin
Four Corners,Four Corners,OR,Oregon
Hernando,Hernando,MS,Mississippi
Hillcrest Heights,Hillcrest Heights,MD,Maryland
Ripon,Ripon,CA,California
Monroe,Monroe,GA,Georgia
Adelphi,Adelphi,MD,Maryland
Rio Linda,Rio Linda,CA,California
Bluffdale,Bluffdale,UT,Utah
Storrs,Storrs,CT,Connecticut
Hazel Park,Hazel Park,MI,Michigan
Burley,Burley,ID,Idaho
Aurora,Aurora,OH,Ohio
Donna,Donna,TX,Texas
Stanford,Stanford,CA,California
Red Wing,Red Wing,MN,Minnesota
Fallon,Fallon,NV,Nevada
Fairview Heights,Fairview Heights,IL,Illinois
Celina,Celina,TX,Texas
Gun Barrel City,Gun Barrel City,TX,Texas
Morton,Morton,IL,Illinois
Port Jervis,Port Jervis,NY,New York
Red Hill,Red Hill,SC,South Carolina
Kaukauna,Kaukauna,WI,Wisconsin
Addison,Addison,TX,Texas
Fort Thomas,Fort Thomas,KY,Kentucky
Mebane,Mebane,NC,North Carolina
Mount Holly,Mount Holly,NC,North Carolina
Conyers,Conyers,GA,Georgia
East San Gabriel,East San Gabriel,CA,California
Centerton,Centerton,AR,Arkansas
Stuart,Stuart,FL,Florida
Sikeston,Sikeston,MO,Missouri
Sulphur Springs,Sulphur Springs,TX,Texas
Vincent,Vincent,CA,California
Boulder City,Boulder City,NV,Nevada
Centralia,Centralia,IL,Illinois
Dixon,Dixon,IL,Illinois
Troutdale,Troutdale,OR,Oregon
Mount Clemens,Mount Clemens,MI,Michigan
Fairview Park,Fairview Park,OH,Ohio
Discovery Bay,Discovery Bay,CA,California
Stallings,Stallings,NC,North Carolina
Cambridge,Cambridge,MN,Minnesota
Frankfort,Frankfort,IN,Indiana
Westchester,Westchester,IL,Illinois
Center Point,Center Point,AL,Alabama
Canyon,Canyon,TX,Texas
West Haven,West Haven,UT,Utah
Washougal,Washougal,WA,Washington
Bridgeview,Bridgeview,IL,Illinois
Troy,Troy,MO,Missouri
Cherryland,Cherryland,CA,California
Lebanon,Lebanon,IN,Indiana
Griffith,Griffith,IN,Indiana
Villa Rica,Villa Rica,GA,Georgia
Alma,Alma,MI,Michigan
Fort Leonard Wood,Fort Leonard Wood,MO,Missouri
Long Beach,Long Beach,MS,Mississippi
Lady Lake,Lady Lake,FL,Florida
Aberdeen,Aberdeen,MD,Maryland
Welby,Welby,CO,Colorado
Indianola,Indianola,IA,Iowa
Washington,Washington,NC,North Carolina
Phelan,Phelan,CA,California
Lakeway,Lakeway,TX,Texas
Dyer,Dyer,IN,Indiana
Archer Lodge,Archer Lodge,NC,North Carolina
Niceville,Niceville,FL,Florida
Clearlake,Clearlake,CA,California
Fillmore,Fillmore,CA,California
Hood River,Hood River,OR,Oregon
Bellevue,Bellevue,WI,Wisconsin
Spanish Springs,Spanish Springs,NV,Nevada
New Haven,New Haven,IN,Indiana
New River,New River,AZ,Arizona
Sayville,Sayville,NY,New York
Millbrook,Millbrook,AL,Alabama
Walnut Park,Walnut Park,CA,California
Carthage,Carthage,MO,Missouri
Prospect Heights,Prospect Heights,IL,Illinois
King City,King City,CA,California
Opa-locka,Opa-locka,FL,Florida
Pataskala,Pataskala,OH,Ohio
Sunset,Sunset,FL,Florida
Grandville,Grandville,MI,Michigan
Hibbing,Hibbing,MN,Minnesota
Sarasota Springs,Sarasota Springs,FL,Florida
Laguna Woods,Laguna Woods,CA,California
Hope Mills,Hope Mills,NC,North Carolina
Floral Park,Floral Park,NY,New York
Sierra Vista Southeast,Sierra Vista Southeast,AZ,Arizona
White Center,White Center,WA,Washington
Wilmington Island,Wilmington Island,GA,Georgia
Easthampton,Easthampton,MA,Massachusetts
Humble,Humble,TX,Texas
Parkway,Parkway,CA,California
Payson,Payson,AZ,Arizona
Port Washington,Port Washington,NY,New York
Circleville,Circleville,OH,Ohio
East Rancho Dominguez,East Rancho Dominguez,CA,California
Fullerton,Fullerton,PA,Pennsylvania
Sterling,Sterling,CO,Colorado
South River,South River,NJ,New Jersey
Powder Springs,Powder Springs,GA,Georgia
Flowing Wells,Flowing Wells,AZ,Arizona
Purcellville,Purcellville,VA,Virginia
Greenwood Village,Greenwood Village,CO,Colorado
Eggertsville,Eggertsville,NY,New York
Farmingville,Farmingville,NY,New York
Andrews,Andrews,TX,Texas
Blytheville,Blytheville,AR,Arkansas
Shively,Shively,KY,Kentucky
North Arlington,North Arlington,NJ,New Jersey
Mitchell,Mitchell,SD,South Dakota
McFarland,McFarland,CA,California
Graham,Graham,NC,North Carolina
Palmetto Estates,Palmetto Estates,FL,Florida
Tanque Verde,Tanque Verde,AZ,Arizona
Elkton,Elkton,MD,Maryland
Parlier,Parlier,CA,California
Three Lakes,Three Lakes,FL,Florida
Fate,Fate,TX,Texas
Riverdale,Riverdale,GA,Georgia
Fort Mohave,Fort Mohave,AZ,Arizona
Chubbuck,Chubbuck,ID,Idaho
West University Place,West University Place,TX,Texas
Newton,Newton,IA,Iowa
Miami,Miami,OK,Oklahoma
McMinnville,McMinnville,TN,Tennessee
Longwood,Longwood,FL,Florida
Overland,Overland,MO,Missouri
Dunn,Dunn,NC,North Carolina
Houghton,Houghton,MI,Michigan
Ladson,Ladson,SC,South Carolina
Blackfoot,Blackfoot,ID,Idaho
Buford,Buford,GA,Georgia
Lake Geneva,Lake Geneva,WI,Wisconsin
Harrison,Harrison,OH,Ohio
La Grande,La Grande,OR,Oregon
East Highland Park,East Highland Park,VA,Virginia
Glen Allen,Glen Allen,VA,Virginia
Seven Oaks,Seven Oaks,SC,South Carolina
Groves,Groves,TX,Texas
Mastic,Mastic,NY,New York
Hermitage,Hermitage,PA,Pennsylvania
Cloverly,Cloverly,MD,Maryland
Talladega,Talladega,AL,Alabama
Hartford,Hartford,WI,Wisconsin
Holly Springs,Holly Springs,GA,Georgia
Belvedere Park,Belvedere Park,GA,Georgia
Hayden,Hayden,ID,Idaho
Middleburg Heights,Middleburg Heights,OH,Ohio
La Palma,La Palma,CA,California
Mount Vernon,Mount Vernon,IL,Illinois
Avocado Heights,Avocado Heights,CA,California
Pacific Grove,Pacific Grove,CA,California
Asbury Park,Asbury Park,NJ,New Jersey
Pulaski,Pulaski,VA,Virginia
Northview,Northview,MI,Michigan
Bellmore,Bellmore,NY,New York
Berkley,Berkley,MI,Michigan
Washington,Washington,NJ,New Jersey
Westbury,Westbury,NY,New York
Grosse Pointe Woods,Grosse Pointe Woods,MI,Michigan
Hueytown,Hueytown,AL,Alabama
La Grange,La Grange,IL,Illinois
Aldine,Aldine,TX,Texas
Bradley,Bradley,IL,Illinois
Southchase,Southchase,FL,Florida
Wilkinsburg,Wilkinsburg,PA,Pennsylvania
Kerman,Kerman,CA,California
Hugo,Hugo,MN,Minnesota
Fords,Fords,NJ,New Jersey
